Protein_ID;Gene Name;log2_FC;p_val;p_adj;significant;WT_vs_DPP4_significant;imputed;num_NAs;Protein.Names.x;Protein.Names.y
Q5SVZ6;ZMYM1;-0.44;0.00654;0.0193;FALSE;FALSE;FALSE;0;ZMYM1;Zinc finger MYM-type protein 1
Q5SW79;CEP170;0.531;4.37E-09;7.82E-08;FALSE;FALSE;FALSE;0;CE170;Centrosomal protein of 170 kDa
Q5SW96;LDLRAP1;0.223;0.319;0.453;FALSE;FALSE;TRUE;1;ARH;Low density lipoprotein receptor adapter protein 1
Q5SWH9;TMEM69;0.295;0.0887;0.169;FALSE;FALSE;FALSE;0;TMM69;Transmembrane protein 69
Q5SWX8;ODR4;0.0703;0.689;0.789;FALSE;FALSE;FALSE;0;ODR4;Protein odr-4 homolog
Q5SY16;NOL9;0.464;0.0187;0.0472;FALSE;FALSE;FALSE;0;NOL9;Polynucleotide 5'-hydroxyl-kinase NOL9
Q5T0D9;TPRG1L;0.501;0.00841;0.0239;FALSE;FALSE;FALSE;0;TPRGL;Tumor protein p63-regulated gene 1-like protein
Q5T0F9;CC2D1B;0.182;0.288;0.419;FALSE;FALSE;FALSE;0;C2D1B;Coiled-coil and C2 domain-containing protein 1B
Q5T0N5;FNBP1L;-0.459;0.00215;0.00752;FALSE;FALSE;FALSE;0;FBP1L;Formin-binding protein 1-like
Q5T1M5;FKBP15;0.0722;0.578;0.696;FALSE;FALSE;FALSE;0;FKB15;FK506-binding protein 15
Q5T1V6;DDX59;-0.113;0.603;0.719;FALSE;FALSE;FALSE;0;DDX59;Probable ATP-dependent RNA helicase DDX59
Q5T200;ZC3H13;-0.27;0.00312;0.0103;FALSE;FALSE;FALSE;0;ZC3HD;Zinc finger CCCH domain-containing protein 13
Q5T280;SPOUT1;-0.0521;0.78;0.856;FALSE;FALSE;FALSE;0;CI114;Putative methyltransferase C9orf114
Q5T3F8;TMEM63B;-0.264;0.262;0.39;FALSE;FALSE;TRUE;2;CSCL2;CSC1-like protein 2
Q5T3I0;GPATCH4;-0.00513;0.947;0.967;FALSE;FALSE;FALSE;0;GPTC4;G patch domain-containing protein 4
Q5T3J3;LRIF1;-0.817;0.00000313;0.0000252;FALSE;FALSE;FALSE;0;LRIF1;Ligand-dependent nuclear receptor-interacting factor 1
Q5T440;IBA57;-0.46;0.000505;0.00216;FALSE;FALSE;FALSE;0;CAF17;Putative transferase CAF17, mitochondrial
Q5T447;HECTD3;-0.239;0.0105;0.0289;FALSE;FALSE;FALSE;0;HECD3;E3 ubiquitin-protein ligase HECTD3
Q5T4S7;UBR4;0.312;0.00000314;0.0000253;FALSE;FALSE;FALSE;0;UBR4;E3 ubiquitin-protein ligase UBR4
Q5T5C0;STXBP5;0.0283;0.91;0.943;FALSE;FALSE;TRUE;2;STXB5;Syntaxin-binding protein 5
Q5T5P2;KIAA1217;-0.0315;0.72;0.812;FALSE;FALSE;FALSE;0;SKT;Sickle tail protein homolog
Q5T5U3;ARHGAP21;-0.374;0.0000124;0.0000864;FALSE;FALSE;FALSE;0;RHG21;Rho GTPase-activating protein 21
Q5T5X7;BEND3;-0.177;0.372;0.508;FALSE;FALSE;TRUE;9;BEND3;BEN domain-containing protein 3
Q5T5Y3;CAMSAP1;-0.0153;0.933;0.958;FALSE;FALSE;FALSE;0;CAMP1;Calmodulin-regulated spectrin-associated protein 1
Q5T653;MRPL2;-0.0165;0.916;0.947;FALSE;FALSE;FALSE;0;RM02;Large ribosomal subunit protein uL2m
Q5T6F2;UBAP2;-0.497;5.96E-08;0.000000755;FALSE;FALSE;FALSE;0;UBAP2;Ubiquitin-associated protein 2
Q5T6J7;IDNK;-0.355;0.169;0.281;FALSE;FALSE;TRUE;14;GNTK;Probable gluconokinase
Q5T6V5;QNG1;-0.341;0.0285;0.0669;FALSE;FALSE;FALSE;0;QNG1;Queuosine 5'-phosphate N-glycosylase/hydrolase
Q5T7V8;GORAB;0.359;0.345;0.481;FALSE;FALSE;TRUE;11;GORAB;RAB6-interacting golgin
Q5T8D3;ACBD5;0.221;0.203;0.322;FALSE;FALSE;FALSE;0;ACBD5;Acyl-CoA-binding domain-containing protein 5
Q5T8P6;RBM26;-0.121;0.0374;0.0838;FALSE;FALSE;FALSE;0;RBM26;RNA-binding protein 26
Q5T9A4;ATAD3B;0.604;0.0000233;0.00015;FALSE;FALSE;FALSE;0;ATD3B;ATPase family AAA domain-containing protein 3B
Q5T9L3;WLS;-0.48;0.0669;0.135;FALSE;FALSE;FALSE;0;WLS;Protein wntless homolog
Q5TA45;INTS11;-0.293;0.0645;0.131;FALSE;FALSE;FALSE;0;INT11;Integrator complex subunit 11
Q5TA50;CPTP;0.235;0.215;0.337;FALSE;FALSE;FALSE;0;CPTP;Ceramide-1-phosphate transfer protein
Q5TAQ9;DCAF8;0.437;0.000127;0.000658;FALSE;FALSE;FALSE;0;DCAF8;DDB1- and CUL4-associated factor 8
Q5TAT6;COL13A1;-0.0713;0.747;0.831;FALSE;FALSE;FALSE;0;CODA1;Collagen alpha-1(XIII) chain
Q5TBB1;RNASEH2B;-0.247;0.0477;0.102;FALSE;FALSE;FALSE;0;RNH2B;Ribonuclease H2 subunit B
Q5TC12;ATPAF1;-0.0167;0.807;0.875;FALSE;FALSE;FALSE;0;ATPF1;ATP synthase mitochondrial F1 complex assembly factor 1
Q5TCQ9;MAGI3;-0.481;0.0917;0.174;FALSE;FALSE;TRUE;12;MAGI3;Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3
Q5TDH0;DDI2;-0.309;0.135;0.236;FALSE;FALSE;FALSE;0;DDI2;Protein DDI1 homolog 2
Q5TEC3;ZNF697;0.0128;0.982;0.989;FALSE;FALSE;TRUE;10;ZN697;Zinc finger protein 697
Q5TEC6;H3-7;-0.0991;0.442;0.575;FALSE;FALSE;FALSE;0;H37;Histone H3-7
Q5TEU4;NDUFAF5;-0.289;0.524;0.65;FALSE;FALSE;TRUE;6;NDUF5;Arginine-hydroxylase NDUFAF5, mitochondrial
Q5TFE4;NT5DC1;-0.446;0.000000806;0.00000759;FALSE;FALSE;FALSE;0;NT5D1;5'-nucleotidase domain-containing protein 1
Q5TH69;ARFGEF3;-0.594;0.000000558;0.00000546;FALSE;FALSE;FALSE;0;BIG3;Brefeldin A-inhibited guanine nucleotide-exchange protein 3
Q5TKA1;LIN9;-0.232;0.231;0.356;FALSE;FALSE;FALSE;0;LIN9;Protein lin-9 homolog
Q5U5X0;LYRM7;0.148;0.183;0.299;FALSE;FALSE;FALSE;0;LYRM7;Complex III assembly factor LYRM7
Q5UCC4;EMC10;0.197;0.175;0.287;FALSE;FALSE;FALSE;0;EMC10;ER membrane protein complex subunit 10
Q5UIP0;RIF1;-0.496;0.000000231;0.00000252;FALSE;FALSE;FALSE;0;RIF1;Telomere-associated protein RIF1
Q5VIR6;VPS53;-0.345;0.0808;0.158;FALSE;FALSE;FALSE;0;VPS53;Vacuolar protein sorting-associated protein 53 homolog
Q5VIY5;ZNF468;-0.533;0.265;0.394;FALSE;FALSE;TRUE;8;ZN468;Zinc finger protein 468
Q5VSL9;STRIP1;0.122;0.743;0.829;FALSE;FALSE;FALSE;0;STRP1;Striatin-interacting protein 1
Q5VT06;CEP350;-0.227;0.15;0.256;FALSE;FALSE;TRUE;2;CE350;Centrosome-associated protein 350
Q5VT25;CDC42BPA;0.639;0.000000115;0.00000136;FALSE;FALSE;FALSE;0;MRCKA;Serine/threonine-protein kinase MRCK alpha
Q5VT52;RPRD2;0.32;0.00174;0.00627;FALSE;FALSE;FALSE;0;RPRD2;Regulation of nuclear pre-mRNA domain-containing protein 2
Q5VT66;MTARC1;0.734;0.000199;0.000969;FALSE;FALSE;FALSE;0;MARC1;Mitochondrial amidoxime-reducing component 1
Q5VTE0;EEF1A1P5;-0.287;0.0676;0.136;FALSE;FALSE;FALSE;0;EF1A3;Putative elongation factor 1-alpha-like 3
Q5VTL8;PRPF38B;-0.744;0.000174;0.000861;FALSE;FALSE;FALSE;0;PR38B;Pre-mRNA-splicing factor 38B
Q5VTR2;RNF20;-0.156;0.187;0.303;FALSE;FALSE;FALSE;0;BRE1A;E3 ubiquitin-protein ligase BRE1A
Q5VU43;PDE4DIP;-0.24;0.152;0.259;FALSE;FALSE;FALSE;0;MYOME;Myomegalin
Q5VUA4;ZNF318;-0.463;0.00526;0.016;FALSE;FALSE;FALSE;0;ZN318;Zinc finger protein 318
Q5VV42;CDKAL1;-0.4;0.0174;0.0443;FALSE;FALSE;FALSE;0;CDKAL;Threonylcarbamoyladenosine tRNA methylthiotransferase
Q5VVQ6;YOD1;0.0665;0.742;0.829;FALSE;FALSE;TRUE;7;OTU1;Ubiquitin thioesterase OTU1
Q5VW32;BROX;-0.122;0.712;0.806;FALSE;FALSE;FALSE;0;BROX;BRO1 domain-containing protein BROX
Q5VW36;FOCAD;0.384;0.0152;0.0394;FALSE;FALSE;FALSE;0;FOCAD;Focadhesin
Q5VW38;GPR107;-0.17;0.505;0.634;FALSE;FALSE;TRUE;6;GP107;Protein GPR107
Q5VWQ0;RSBN1;-0.914;1.04E-09;2.35E-08;FALSE;FALSE;FALSE;0;RSBN1;Lysine-specific demethylase 9
Q5VWZ2;LYPLAL1;-0.211;0.00837;0.0239;FALSE;FALSE;FALSE;0;LYPL1;Lysophospholipase-like protein 1
Q5VYK3;ECPAS;-0.474;9.33E-11;2.74E-09;FALSE;FALSE;FALSE;0;ECM29;Proteasome adapter and scaffold protein ECM29
Q5VYS8;TUT7;-0.786;0.00000386;0.0000305;FALSE;FALSE;FALSE;0;TUT7;Terminal uridylyltransferase 7
Q5VZ89;DENND4C;-0.104;0.311;0.444;FALSE;FALSE;FALSE;0;DEN4C;DENN domain-containing protein 4C
Q5VZE5;NAA35;0.0218;0.817;0.881;FALSE;FALSE;FALSE;0;NAA35;N-alpha-acetyltransferase 35, NatC auxiliary subunit
Q5VZF2;MBNL2;-0.0969;0.691;0.79;FALSE;FALSE;TRUE;1;MBNL2;Muscleblind-like protein 2
Q5VZK9;CARMIL1;-0.163;0.0465;0.1;FALSE;FALSE;FALSE;0;CARL1;F-actin-uncapping protein LRRC16A
Q5VZL5;ZMYM4;-0.00429;0.969;0.98;FALSE;FALSE;FALSE;0;ZMYM4;Zinc finger MYM-type protein 4
Q5W0B1;OBI1;0.274;0.259;0.387;FALSE;FALSE;TRUE;1;OBI1;ORC ubiquitin ligase 1
Q5W0V3;FHIP2A;0.22;0.0299;0.0697;FALSE;FALSE;FALSE;0;FHI2A;FHF complex subunit HOOK interacting protein 2A
Q5W0Z9;ZDHHC20;-0.181;0.488;0.619;FALSE;FALSE;TRUE;4;ZDH20;Palmitoyltransferase ZDHHC20
Q5W111;SPRYD7;-0.1;0.534;0.659;FALSE;FALSE;FALSE;0;SPRY7;SPRY domain-containing protein 7
Q5XKE5;KRT79;-0.174;0.806;0.875;FALSE;FALSE;TRUE;2;K2C79;Keratin, type II cytoskeletal 79
Q5XKP0;MICOS13;0.372;0.0543;0.114;FALSE;FALSE;TRUE;1;MIC13;MICOS complex subunit MIC13
Q5XPI4;RNF123;0.353;0.00144;0.00537;FALSE;FALSE;FALSE;0;RN123;E3 ubiquitin-protein ligase RNF123
Q5XUX1;FBXW9;-0.207;0.349;0.484;FALSE;FALSE;TRUE;11;FBXW9;F-box/WD repeat-containing protein 9
Q5XXA6;ANO1;-0.685;0.000279;0.00129;FALSE;FALSE;FALSE;0;ANO1;Anoctamin-1
Q5ZPR3;CD276;-0.583;0.0388;0.0862;FALSE;FALSE;TRUE;4;CD276;CD276 antigen
Q63HM2;PCNX4;-0.128;0.924;0.952;FALSE;FALSE;TRUE;14;PCX4;Pecanex-like protein 4
Q63HM9;PLCXD3;0.0526;0.779;0.854;FALSE;FALSE;FALSE;0;PLCX3;PI-PLC X domain-containing protein 3
Q63HN8;RNF213;0.675;1.31E-14;1.60E-12;FALSE;FALSE;FALSE;0;RN213;E3 ubiquitin-protein ligase RNF213
Q63ZY3;KANK2;0.181;0.0123;0.0329;FALSE;FALSE;FALSE;0;KANK2;KN motif and ankyrin repeat domain-containing protein 2
Q641Q2;WASHC2A;0.797;2.92E-12;1.39E-10;FALSE;FALSE;FALSE;0;WAC2A;WASH complex subunit 2A
Q643R3;LPCAT4;-0.0172;0.963;0.976;FALSE;FALSE;TRUE;1;LPCT4;Lysophospholipid acyltransferase LPCAT4
Q658P3;STEAP3;0.704;0.0000021;0.0000176;FALSE;FALSE;FALSE;0;STEA3;Metalloreductase STEAP3
Q658Y4;FAM91A1;0.237;0.241;0.367;FALSE;FALSE;FALSE;0;F91A1;Protein FAM91A1
Q66K14;TBC1D9B;0.537;0.145;0.25;FALSE;FALSE;FALSE;0;TBC9B;TBC1 domain family member 9B
Q66K74;MAP1S;0.316;0.000112;0.000586;FALSE;FALSE;FALSE;0;MAP1S;Microtubule-associated protein 1S
Q66LE6;PPP2R2D;-0.0328;0.797;0.867;FALSE;FALSE;FALSE;0;2ABD;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform
Q66PJ3;ARL6IP4;-0.409;0.000499;0.00213;FALSE;FALSE;FALSE;0;AR6P4;ADP-ribosylation factor-like protein 6-interacting protein 4
Q676U5;ATG16L1;0.0645;0.635;0.746;FALSE;FALSE;FALSE;0;A16L1;Autophagy-related protein 16-1
Q684P5;RAP1GAP2;-0.911;0.000184;0.000902;FALSE;FALSE;FALSE;0;RPGP2;Rap1 GTPase-activating protein 2
Q68CP9;ARID2;-0.0486;0.728;0.818;FALSE;FALSE;FALSE;0;ARID2;AT-rich interactive domain-containing protein 2
Q68CQ4;UTP25;0.141;0.255;0.384;FALSE;FALSE;FALSE;0;UTP25;U3 small nucleolar RNA-associated protein 25 homolog
Q68CQ7;GLT8D1;-0.663;0.0244;0.0588;FALSE;FALSE;FALSE;0;GL8D1;Glycosyltransferase 8 domain-containing protein 1
Q68CZ2;TNS3;-0.362;0.0000632;0.000358;FALSE;FALSE;FALSE;0;TENS3;Tensin-3
Q68CZ6;HAUS3;0.406;0.0000886;0.000483;FALSE;FALSE;FALSE;0;HAUS3;HAUS augmin-like complex subunit 3
Q68D91;MBLAC2;0.0656;0.327;0.462;FALSE;FALSE;FALSE;0;MBLC2;Acyl-coenzyme A thioesterase MBLAC2
Q68DK2;ZFYVE26;0.612;0.000209;0.00101;FALSE;FALSE;TRUE;6;ZFY26;Zinc finger FYVE domain-containing protein 26
Q68DQ2;CRYBG3;-0.0616;0.415;0.549;FALSE;FALSE;FALSE;0;CRBG3;Very large A-kinase anchor protein
Q68E01;INTS3;0.116;0.336;0.47;FALSE;FALSE;FALSE;0;INT3;Integrator complex subunit 3
Q68EM7;ARHGAP17;-0.139;0.801;0.871;FALSE;FALSE;TRUE;3;RHG17;Rho GTPase-activating protein 17
Q69YH5;CDCA2;-0.597;0.000353;0.00158;FALSE;FALSE;TRUE;1;CDCA2;Cell division cycle-associated protein 2
Q69YL0;NCBP2AS2;0.292;0.021;0.0519;FALSE;FALSE;FALSE;0;NCAS2;Protein NCBP2AS2
Q69YN2;CWF19L1;-0.179;0.155;0.263;FALSE;FALSE;FALSE;0;C19L1;CWF19-like protein 1
Q69YN4;VIRMA;-0.0244;0.826;0.887;FALSE;FALSE;FALSE;0;VIR;Protein virilizer homolog
Q69YQ0;SPECC1L;0.0704;0.437;0.571;FALSE;FALSE;FALSE;0;CYTSA;Cytospin-A
Q69YU5;UQCC6;0.65;0.113;0.206;FALSE;FALSE;TRUE;3;UQCC6;Ubiquinol-cytochrome c reductase complex assembly factor 6
Q6AI08;HEATR6;0.509;0.000738;0.00302;FALSE;FALSE;FALSE;0;HEAT6;HEAT repeat-containing protein 6
Q6AI12;ANKRD40;0.519;0.000167;0.00083;FALSE;FALSE;FALSE;0;ANR40;Ankyrin repeat domain-containing protein 40
Q6BDS2;BLTP3A;-0.541;0.125;0.223;FALSE;FALSE;FALSE;0;BLT3A;Bridge-like lipid transfer protein family member 3A
Q6DCA0;AMMECR1L;-0.124;0.575;0.693;FALSE;FALSE;TRUE;2;AMERL;AMMECR1-like protein
Q6DD87;ZNF787;-0.358;0.00609;0.0181;FALSE;FALSE;FALSE;0;ZN787;Zinc finger protein 787
Q6DD88;ATL3;0.18;0.187;0.303;FALSE;FALSE;FALSE;0;ATLA3;Atlastin-3
Q6DKI1;RPL7L1;0.00643;0.926;0.953;FALSE;FALSE;FALSE;0;RL7L;Ribosomal protein uL30-like
Q6DN03;H2BC20P;-0.185;0.267;0.396;FALSE;FALSE;FALSE;0;H2B2C;Putative histone H2B type 2-C
Q6DN12;MCTP2;-0.287;0.582;0.7;FALSE;FALSE;TRUE;6;MCTP2;Multiple C2 and transmembrane domain-containing protein 2
Q6FI81;CIAPIN1;-0.42;0.00000127;0.0000114;FALSE;FALSE;FALSE;0;CPIN1;Anamorsin
Q6FIF0;ZFAND6;0.0324;0.816;0.881;FALSE;FALSE;FALSE;0;ZFAN6;AN1-type zinc finger protein 6
Q6GMV2;SMYD5;0.0479;0.558;0.677;FALSE;FALSE;FALSE;0;SMYD5;Histone-lysine N-trimethyltransferase SMYD5
Q6GMV3;PTRHD1;0.499;0.00013;0.000669;FALSE;FALSE;FALSE;0;PTRD1;Putative peptidyl-tRNA hydrolase PTRHD1
Q6GQQ9;OTUD7B;0.525;0.000000573;0.00000559;FALSE;FALSE;FALSE;0;OTU7B;OTU domain-containing protein 7B
Q6GYQ0;RALGAPA1;0.32;0.0368;0.0828;FALSE;FALSE;FALSE;0;RGPA1;Ral GTPase-activating protein subunit alpha-1
Q6I9Y2;THOC7;-0.399;0.000517;0.0022;FALSE;FALSE;FALSE;0;THOC7;THO complex subunit 7
Q6IA69;NADSYN1;0.412;0.0000653;0.000369;FALSE;FALSE;FALSE;0;NADE;Glutamine-dependent NAD(+) synthetase
Q6IA86;ELP2;0.341;0.122;0.219;FALSE;FALSE;FALSE;0;ELP2;Elongator complex protein 2
Q6IAA8;LAMTOR1;0.134;0.367;0.502;FALSE;FALSE;FALSE;0;LTOR1;Ragulator complex protein LAMTOR1
Q6IAN0;DHRS7B;-0.997;8.85E-10;2.05E-08;FALSE;FALSE;FALSE;0;DRS7B;Dehydrogenase/reductase SDR family member 7B
Q6IBS0;TWF2;0.64;0.000000606;0.00000588;FALSE;FALSE;FALSE;0;TWF2;Twinfilin-2
Q6IN85;PPP4R3A;0.16;0.163;0.273;FALSE;FALSE;FALSE;0;P4R3A;Serine/threonine-protein phosphatase 4 regulatory subunit 3A
Q6IPM2;IQCE;0.21;0.638;0.747;FALSE;FALSE;TRUE;1;IQCE;IQ domain-containing protein E
Q6IQ22;RAB12;-0.305;0.000101;0.00054;FALSE;FALSE;FALSE;0;RAB12;Ras-related protein Rab-12
Q6IQ49;SDE2;-0.064;0.71;0.804;FALSE;FALSE;TRUE;1;SDE2;Splicing regulator SDE2
Q6KC79;NIPBL;-0.144;0.191;0.307;FALSE;FALSE;FALSE;0;NIPBL;Nipped-B-like protein
Q6L8Q7;PDE12;0.195;0.00211;0.00742;FALSE;FALSE;FALSE;0;PDE12;2',5'-phosphodiesterase 12
Q6MZP7;LIN54;-0.299;0.00434;0.0135;FALSE;FALSE;FALSE;0;LIN54;Protein lin-54 homolog
Q6N063;OGFOD2;-0.344;0.101;0.188;FALSE;FALSE;TRUE;1;OGFD2;2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2
Q6NSJ5;LRRC8E;-0.115;0.522;0.648;FALSE;FALSE;FALSE;0;LRC8E;Volume-regulated anion channel subunit LRRC8E
Q6NTF9;RHBDD2;0.231;0.157;0.266;FALSE;FALSE;TRUE;4;RHBD2;Rhomboid domain-containing protein 2
Q6NUK1;SLC25A24;-0.93;3.39E-08;0.000000457;FALSE;FALSE;FALSE;0;SCMC1;Mitochondrial adenyl nucleotide antiporter SLC25A24
Q6NUK4;REEP3;0.00563;0.985;0.99;FALSE;FALSE;TRUE;2;REEP3;Receptor expression-enhancing protein 3
Q6NUM9;RETSAT;0.243;0.00639;0.0189;FALSE;FALSE;FALSE;0;RETST;All-trans-retinol 13,14-reductase
Q6NUQ1;RINT1;-0.213;0.24;0.367;FALSE;FALSE;FALSE;0;RINT1;RAD50-interacting protein 1
Q6NUQ4;TMEM214;0.00539;0.948;0.968;FALSE;FALSE;FALSE;0;TM214;Transmembrane protein 214
Q6NVY1;HIBCH;0.376;0.0000221;0.000144;FALSE;FALSE;FALSE;0;HIBCH;3-hydroxyisobutyryl-CoA hydrolase, mitochondrial
Q6NW29;RWDD4;-0.463;0.283;0.415;FALSE;FALSE;TRUE;4;RWDD4;RWD domain-containing protein 4
Q6NW34;NEPRO;-0.154;0.0305;0.0707;FALSE;FALSE;FALSE;0;NEPRO;Nucleolus and neural progenitor protein
Q6NXE6;ARMC6;-0.274;0.117;0.211;FALSE;FALSE;FALSE;0;ARMC6;Armadillo repeat-containing protein 6
Q6NXR4;TTI2;-0.0264;0.887;0.93;FALSE;FALSE;FALSE;0;TTI2;TELO2-interacting protein 2
Q6NYC1;JMJD6;0.411;0.00846;0.024;FALSE;FALSE;FALSE;0;JMJD6;Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6
Q6NYC8;PPP1R18;0.296;0.00289;0.00961;FALSE;FALSE;FALSE;0;PPR18;Phostensin
Q6NZ67;MZT2B;-0.056;0.886;0.929;FALSE;FALSE;TRUE;12;MZT2B;Mitotic-spindle organizing protein 2B
Q6NZY4;ZCCHC8;-0.738;0.000000402;0.00000417;FALSE;FALSE;FALSE;0;ZCHC8;Zinc finger CCHC domain-containing protein 8
Q6P158;DHX57;0.42;0.0000578;0.000333;FALSE;FALSE;FALSE;0;DHX57;Putative ATP-dependent RNA helicase DHX57
Q6P161;MRPL54;-0.485;0.516;0.643;FALSE;FALSE;TRUE;7;RM54;Large ribosomal subunit protein mL54
Q6P179;ERAP2;-0.267;0.145;0.25;FALSE;FALSE;FALSE;0;ERAP2;Endoplasmic reticulum aminopeptidase 2
Q6P1J9;CDC73;-0.283;0.136;0.237;FALSE;FALSE;FALSE;0;CDC73;Parafibromin
Q6P1K2;PMF1;0.494;0.0686;0.138;FALSE;FALSE;TRUE;3;PMF1;Polyamine-modulated factor 1
Q6P1K8;GTF2H2C;0.217;0.248;0.376;FALSE;FALSE;FALSE;0;T2H2L;General transcription factor IIH subunit 2-like protein
Q6P1L8;MRPL14;-0.319;0.00674;0.0198;FALSE;FALSE;FALSE;0;RM14;Large ribosomal subunit protein uL14m
Q6P1M0;SLC27A4;-0.216;0.00335;0.0109;FALSE;FALSE;FALSE;0;S27A4;Long-chain fatty acid transport protein 4
Q6P1M3;LLGL2;-0.29;0.0239;0.0579;FALSE;FALSE;FALSE;0;L2GL2;LLGL scribble cell polarity complex component 2
Q6P1N0;CC2D1A;-0.0919;0.173;0.286;FALSE;FALSE;FALSE;0;C2D1A;Coiled-coil and C2 domain-containing protein 1A
Q6P1N9;TATDN1;0.193;0.164;0.274;FALSE;FALSE;FALSE;0;TATD1;Deoxyribonuclease TATDN1
Q6P1Q0;LETMD1;-0.254;0.198;0.317;FALSE;FALSE;FALSE;0;LTMD1;LETM1 domain-containing protein 1
Q6P1Q9;METTL2B;0.39;0.00000465;0.000036;FALSE;FALSE;FALSE;0;MET2B;tRNA N(3)-methylcytidine methyltransferase METTL2B
Q6P1R3;MSANTD2;0.567;0.0446;0.097;FALSE;FALSE;TRUE;12;MSD2;Myb/SANT-like DNA-binding domain-containing protein 2
Q6P1R4;DUS1L;0.0817;0.535;0.659;FALSE;FALSE;FALSE;0;DUS1L;tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like
Q6P1X5;TAF2;0.286;0.0642;0.131;FALSE;FALSE;FALSE;0;TAF2;Transcription initiation factor TFIID subunit 2
Q6P1X6;C8orf82;0.412;0.00388;0.0124;FALSE;FALSE;FALSE;0;CH082;UPF0598 protein C8orf82
Q6P2E9;EDC4;0.0171;0.865;0.915;FALSE;FALSE;FALSE;0;EDC4;Enhancer of mRNA-decapping protein 4
Q6P2H3;CEP85;0.439;0.000117;0.000611;FALSE;FALSE;FALSE;0;CEP85;Centrosomal protein of 85 kDa
Q6P2Q9;PRPF8;-0.199;0.0123;0.033;FALSE;FALSE;FALSE;0;PRP8;Pre-mRNA-processing-splicing factor 8
Q6P3W7;SCYL2;0.738;3.27E-09;6.11E-08;FALSE;FALSE;FALSE;0;SCYL2;SCY1-like protein 2
Q6P3X3;TTC27;0.174;0.0114;0.031;FALSE;FALSE;FALSE;0;TTC27;Tetratricopeptide repeat protein 27
Q6P4A7;SFXN4;-0.0688;0.502;0.632;FALSE;FALSE;FALSE;0;SFXN4;Sideroflexin-4
Q6P4E1;GOLM2;0.362;0.0533;0.113;FALSE;FALSE;FALSE;0;GOLM2;Protein GOLM2
Q6P4F2;FDX2;0.411;0.000531;0.00225;FALSE;FALSE;FALSE;0;FDX2;Ferredoxin-2, mitochondrial
Q6P4R8;NFRKB;-0.076;0.395;0.53;FALSE;FALSE;FALSE;0;NFRKB;Nuclear factor related to kappa-B-binding protein
Q6P582;MZT2A;-0.0483;0.88;0.924;FALSE;FALSE;FALSE;0;MZT2A;Mitotic-spindle organizing protein 2A
Q6P587;FAHD1;-0.518;0.08;0.157;FALSE;FALSE;FALSE;0;FAHD1;Oxaloacetate tautomerase FAHD1, mitochondrial
Q6P6B1;ERICH5;-0.388;0.00448;0.0139;FALSE;FALSE;FALSE;0;ERIC5;Glutamate-rich protein 5
Q6P6C2;ALKBH5;-0.316;0.00318;0.0105;FALSE;FALSE;FALSE;0;ALKB5;RNA demethylase ALKBH5
Q6P996;PDXDC1;-0.585;5.91E-12;2.57E-10;FALSE;FALSE;FALSE;0;PDXD1;Pyridoxal-dependent decarboxylase domain-containing protein 1
Q6P9B6;MEAK7;-0.18;0.488;0.619;FALSE;FALSE;FALSE;0;MEAK7;MTOR-associated protein MEAK7
Q6P9B9;INTS5;-0.116;0.534;0.659;FALSE;FALSE;FALSE;0;INT5;Integrator complex subunit 5
Q6P9F7;LRRC8B;-0.375;0.0829;0.161;FALSE;FALSE;TRUE;11;LRC8B;Volume-regulated anion channel subunit LRRC8B
Q6PCB5;RSBN1L;-0.399;0.0236;0.0571;FALSE;FALSE;TRUE;2;RSBNL;Lysine-specific demethylase RSBN1L
Q6PCB7;SLC27A1;0.659;0.00768;0.0222;FALSE;FALSE;TRUE;5;S27A1;Long-chain fatty acid transport protein 1
Q6PCE3;PGM2L1;-0.602;0.000134;0.000687;FALSE;FALSE;FALSE;0;PGM2L;Glucose 1,6-bisphosphate synthase
Q6PD62;CTR9;-0.00918;0.923;0.951;FALSE;FALSE;FALSE;0;CTR9;RNA polymerase-associated protein CTR9 homolog
Q6PD74;AAGAB;-0.803;0.0276;0.0651;FALSE;FALSE;TRUE;3;AAGAB;Alpha- and gamma-adaptin-binding protein p34
Q6PEY2;TUBA3E;1.19;0.347;0.482;FALSE;FALSE;TRUE;8;TBA3E;Tubulin alpha-3E chain
Q6PGP7;SKIC3;0.458;0.000000011;0.000000169;FALSE;FALSE;FALSE;0;SKI3;Superkiller complex protein 3
Q6PI48;DARS2;-0.105;0.283;0.414;FALSE;FALSE;FALSE;0;SYDM;Aspartate--tRNA ligase, mitochondrial
Q6PI78;TMEM65;0.852;3.17E-10;8.09E-09;FALSE;FALSE;FALSE;0;TMM65;Transmembrane protein 65
Q6PI98;INO80C;-0.333;0.253;0.382;FALSE;FALSE;FALSE;0;IN80C;INO80 complex subunit C
Q6PID8;KLHDC10;-0.0102;0.956;0.972;FALSE;FALSE;TRUE;2;KLD10;Kelch domain-containing protein 10
Q6PIJ6;FBXO38;0.265;0.051;0.108;FALSE;FALSE;FALSE;0;FBX38;F-box only protein 38
